quality_attribute,sentence,source,author,repo,version,id,keyword,matched_word,match_idx,wiki,url,total_similar,target_keywords,target_matched_words
Energy Efficiency,_NOW' ignored [-Wunknown-attributes] ; - [2023-01-01T23:24:04.461Z] /data/sftnight/workspace/root-pullrequests-build/build/include/ROOT/RNTupleDS.hxx:96:1: warning: unknown attribute 'REMOVE_THIS_NOW' ignored [-Wunknown-attributes] ; - [2023-01-01T23:24:04.462Z] /data/sftnight/workspace/root-pullrequests-build/build/include/ROOT/RNTupleDS.hxx:98:1: warning: unknown attribute 'REMOVE_THIS_NOW' ignored [-Wunknown-attributes] ; - [2023-01-01T23:24:17.327Z] /data/sftnight/workspace/root-pullrequests-build/root/tree/dataframe/inc/ROOT/RDataSource.hxx:215:7: warning: ‘REMOVE_THIS_NOW’ attribute directive ignored [-Wattributes] ; - [2023-01-01T23:24:19.590Z] /data/sftnight/workspace/root-pullrequests-build/root/tree/dataframe/inc/ROOT/RCsvDS.hxx:114:114: warning: ‘REMOVE_THIS_NOW’ attribute directive ignored [-Wattributes] ; - [2023-01-01T23:24:19.590Z] /data/sftnight/workspace/root-pullrequests-build/root/tree/dataframe/inc/ROOT/RSqliteDS.hxx:118:81: warning: ‘REMOVE_THIS_NOW’ attribute directive ignored [-Wattributes] ; - [2023-01-01T23:24:19.590Z] /data/sftnight/workspace/root-pullrequests-build/root/tree/dataframe/inc/ROOT/RNTupleDS.hxx:97:86: warning: ‘REMOVE_THIS_NOW’ attribute directive ignored [-Wattributes] ; - [2023-01-01T23:24:19.590Z] /data/sftnight/workspace/root-pullrequests-build/root/tree/dataframe/inc/ROOT/RNTupleDS.hxx:99:47: warning: ‘REMOVE_THIS_NOW’ attribute directive ignored [-Wattributes] . And 130 more. ### Failing tests:; - [projectroot.roottest.root.dataframe.roottest_root_dataframe_test_glob](https://lcgapp-services.cern.ch/root-jenkins/job/root-pullrequests-build/163276/testReport/projectroot.roottest.root/dataframe/roottest_root_dataframe_test_glob/); - [projectroot.roottest.root.dataframe.roottest_root_dataframe_ctors](https://lcgapp-services.cern.ch/root-jenkins/job/root-pullrequests-build/163276/testReport/projectroot.roottest.root/dataframe/roottest_root_dataframe_ctors/); - [projectroot.roottest.root.dataframe.roottest_root_dataframe_test_,MatchSource.ISSUE_COMMENT,root-project,root,v6-32-06,https://github.com/root-project/root/pull/11953#issuecomment-1368567403:1829,Watt,Wattributes,1829,https://root.cern,https://github.com/root-project/root/pull/11953#issuecomment-1368567403,1,['Watt'],['Wattributes']
Integrability,/root-pullrequests-build/build/include/RConfigure.h:23:3: error: invalid preprocessing directive #R__HAS_MATHMORE ; - [2021-01-25T16:12:32.403Z] /build/workspace/root-pullrequests-build/build/include/RConfigure.h:26:3: error: invalid preprocessing directive #R__HAS_CLING ; - [2021-01-25T16:12:32.403Z] /build/workspace/root-pullrequests-build/build/include/RConfigure.h:27:3: error: invalid preprocessing directive #R__HAS_COCOA ; - [2021-01-25T16:12:32.403Z] /build/workspace/root-pullrequests-build/build/include/RConfigure.h:28:3: error: invalid preprocessing directive #R__HAS_VC ; - [2021-01-25T16:12:32.403Z] /build/workspace/root-pullrequests-build/build/include/RConfigure.h:31:3: error: invalid preprocessing directive #R__USE_LIBCXX ; - [2021-01-25T16:12:34.991Z] CMake Error at /build/workspace/root-pullrequests-build/build/XROOTD-prefix/src/XROOTD-stamp/XROOTD-build-Release.cmake:49 (message): ; - [2021-01-25T16:13:51.187Z] CMake Error at DAVIX-stamp/DAVIX-download-Release.cmake:49 (message): . ### Warnings:; - [2021-01-25T16:12:27.043Z] cc1plus: warning: ‘-Wabi’ won’t warn about anything [-Wabi] ; - [2021-01-25T16:12:27.043Z] /build/workspace/root-pullrequests-build/root/math/vc/include/Vc/avx/types.h:73:42: warning: ignoring attributes on template argument ‘ROOT::Vc::AVX::m256’ {aka ‘__vector(8) float’} [-Wignored-attributes] ; - [2021-01-25T16:12:27.043Z] /build/workspace/root-pullrequests-build/root/math/vc/include/Vc/avx/types.h:74:42: warning: ignoring attributes on template argument ‘ROOT::Vc::AVX::m256i’ {aka ‘__vector(4) long long int’} [-Wignored-attributes] ; - [2021-01-25T16:12:27.043Z] /build/workspace/root-pullrequests-build/root/math/vc/include/Vc/avx/types.h:75:42: warning: ignoring attributes on template argument ‘ROOT::Vc::AVX::m256d’ {aka ‘__vector(4) double’} [-Wignored-attributes] ; - [2021-01-25T16:12:27.043Z] /build/workspace/root-pullrequests-build/root/math/vc/include/Vc/avx/types.h:76:42: warning: ignoring attributes on template argument ‘,MatchSource.ISSUE_COMMENT,root-project,root,v6-32-06,https://github.com/root-project/root/pull/7089#issuecomment-766928340:1286,message,message,1286,https://root.cern,https://github.com/root-project/root/pull/7089#issuecomment-766928340,1,['message'],['message']
Integrability,"/root/core/thread/test/testTThreadedObject.cxx ; - include/ROOT/TThreadedObject.hxx:324:13: error: ‘lock_guard’ is not a member of ‘std’ ; - include/ROOT/TThreadedObject.hxx:324:45: error: expected primary-expression before ‘&gt;’ token ; - include/ROOT/TThreadedObject.hxx:324:65: error: there are no arguments to ‘lg’ that depend on a template parameter, so a declaration of ‘lg’ must be available [-fpermissive] ; - include/ROOT/TThreadedObject.hxx:324:49: error: ‘lg’ was not declared in this scope ; - FAILED: /usr/bin/ccache /usr/bin/c++ -DVECCORE_ENABLE_VC -Iinclude -Icore/thread/test -Igoogletest-prefix/src/googletest/googletest/include -Igoogletest-prefix/src/googletest/googlemock/include -I/mnt/build/workspace/root-pullrequests-build/root/core/thread/inc -I/mnt/build/workspace/root-pullrequests-build/root/hist/hist/inc -I/mnt/build/workspace/root-pullrequests-build/root/math/mathcore/inc -I/mnt/build/workspace/root-pullrequests-build/root/core/imt/inc -I/mnt/build/workspace/root-pullrequests-build/root/math/matrix/inc -I/mnt/build/workspace/root-pullrequests-build/root/io/io/inc -std=c++11 -pipe -Wshadow -Wall -W -Woverloaded-virtual -fsigned-char -pthread -O3 -DNDEBUG -std=c++11 -MD -MT core/thread/test/CMakeFiles/corethreadtestUnit.dir/testTThreadedObject.cxx.o -MF core/thread/test/CMakeFiles/corethreadtestUnit.dir/testTThreadedObject.cxx.o.d -o core/thread/test/CMakeFiles/corethreadtestUnit.dir/testTThreadedObject.cxx.o -c /mnt/build/workspace/root-pullrequests-build/root/core/thread/test/testTThreadedObject.cxx ; - include/ROOT/TThreadedObject.hxx:324:13: error: ‘lock_guard’ is not a member of ‘std’ ; - include/ROOT/TThreadedObject.hxx:324:45: error: expected primary-expression before ‘&gt;’ token ; - include/ROOT/TThreadedObject.hxx:324:65: error: there are no arguments to ‘lg’ that depend on a template parameter, so a declaration of ‘lg’ must be available [-fpermissive] ; - include/ROOT/TThreadedObject.hxx:324:49: error: ‘lg’ was not declared in this scope",MatchSource.ISSUE_COMMENT,root-project,root,v6-32-06,https://github.com/root-project/root/pull/5049#issuecomment-595748340:2971,depend,depend,2971,https://root.cern,https://github.com/root-project/root/pull/5049#issuecomment-595748340,1,['depend'],['depend']
Integrability,"/sftnight/build/workspace/root-pullrequests-build/root/roofit/roofitcore/inc/TestStatistics/LikelihoodGradientWrapper.h:45:17: warning: ‘virtual void RooFit::TestStatistics::LikelihoodGradientWrapper::synchronizeParameterSettings(const std::vector&lt;ROOT::Fit::ParameterSettings&gt;&)’ was hidden [-Woverloaded-virtual] ; - [2021-11-29T20:40:02.927Z] /home/sftnight/build/workspace/root-pullrequests-build/root/roofit/roofitcore/inc/TestStatistics/LikelihoodGradientJob.h:47:9: warning: by ‘virtual void RooFit::TestStatistics::LikelihoodGradientJob::synchronizeParameterSettings(ROOT::Math::IMultiGenFunction*, const std::vector&lt;ROOT::Fit::ParameterSettings&gt;&)’ [-Woverloaded-virtual] ; - [2021-11-29T20:40:02.927Z] /home/sftnight/build/workspace/root-pullrequests-build/root/roofit/roofitcore/src/TestStatistics/LikelihoodGradientJob.cxx:40:1: warning: base class ‘class RooFit::MultiProcess::Job’ should be explicitly initialized in the copy constructor [-Wextra] ; - [2021-11-29T20:41:10.036Z] /home/sftnight/build/workspace/root-pullrequests-build/root/roofit/roofitcore/inc/TestStatistics/LikelihoodGradientWrapper.h:45:17: warning: ‘virtual void RooFit::TestStatistics::LikelihoodGradientWrapper::synchronizeParameterSettings(const std::vector&lt;ROOT::Fit::ParameterSettings&gt;&)’ was hidden [-Woverloaded-virtual] ; - [2021-11-29T20:41:10.036Z] /home/sftnight/build/workspace/root-pullrequests-build/root/roofit/roofitcore/inc/TestStatistics/LikelihoodGradientJob.h:47:9: warning: by ‘virtual void RooFit::TestStatistics::LikelihoodGradientJob::synchronizeParameterSettings(ROOT::Math::IMultiGenFunction*, const std::vector&lt;ROOT::Fit::ParameterSettings&gt;&)’ [-Woverloaded-virtual] ; - [2021-11-29T20:41:10.036Z] /home/sftnight/build/workspace/root-pullrequests-build/root/roofit/roofitcore/test/TestStatistics/testLikelihoodGradientJob.cpp:467:53: warning: declaration of ‘likelihood’ shadows a member of ‘LikelihoodSimBinnedConstrainedTest_ConstrainedAndOffset_Test’ [-Wshadow]",MatchSource.ISSUE_COMMENT,root-project,root,v6-32-06,https://github.com/root-project/root/pull/9349#issuecomment-982003312:3502,synchroniz,synchronizeParameterSettings,3502,https://root.cern,https://github.com/root-project/root/pull/9349#issuecomment-982003312,2,['synchroniz'],['synchronizeParameterSettings']
Integrability,"/src/RDFInterfaceUtils.cxx:173:31: error: invalid operands of types ‘const char [3]’ and ‘void’ to binary ‘operator+’; TPRegexp replacer(""\\b"" + escapeDots(colOrAlias) + ""\\b""); // watch out: need to replace colOrAlias, not col; ~~~~~~^~~~~~~~~~~~~~~~~~~~~~~~; root-6.24.00/tree/dataframe/src/RDFInterfaceUtils.cxx:177:63: error: call of overloaded ‘basic_string(std::remove_reference<TString&>::type)’ is ambiguous; return ParsedExpression{std::string(std::move(exprWithVars)), std::move(usedCols), std::move(varNames)};; ^; In file included from GCC-8.2.0-linux64/include/c++/8.2.0/string:52,; from root-6.24.00/core/meta/inc/TSchemaHelper.h:17,; from root-6.24.00/core/meta/inc/TGenericClassInfo.h:21,; from root-6.24.00/core/base/inc/Rtypes.h:191,; from root-6.24.00/tree/dataframe/inc/ROOT/RDF/RColumnReaderBase.hxx:14,; from root-6.24.00/tree/dataframe/inc/ROOT/RDF/ColumnReaderUtils.hxx:14,; from root-6.24.00/tree/dataframe/inc/ROOT/RDF/RAction.hxx:14,; from root-6.24.00/tree/dataframe/inc/ROOT/RDF/InterfaceUtils.hxx:14,; from root-6.24.00/tree/dataframe/src/RDFInterfaceUtils.cxx:11:; GCC-8.2.0-linux64/include/c++/8.2.0/bits/basic_string.h:3562:7: note: candidate: ‘std::basic_string<_CharT, _Traits, _Alloc>::basic_string(std::basic_string<_CharT, _Traits, _Alloc>&&) [with _CharT = char; _Traits = std::char_traits<char>; _Alloc = std::allocator<char>]’; basic_string(basic_string&& __str); ^~~~~~~~~~~~; GCC-8.2.0-linux64/include/c++/8.2.0/bits/basic_string.h:3545:7: note: candidate: ‘std::basic_string<_CharT, _Traits, _Alloc>::basic_string(const _CharT*, const _Alloc&) [with _CharT = char; _Traits = std::char_traits<char>; _Alloc = std::allocator<char>]’; basic_string(const _CharT* __s, const _Alloc& __a = _Alloc());; ^~~~~~~~~~~~; GCC-8.2.0-linux64/include/c++/8.2.0/bits/basic_string.h:3498:7: note: candidate: ‘std::basic_string<_CharT, _Traits, _Alloc>::basic_string(const std::basic_string<_CharT, _Traits, _Alloc>&) [with _CharT = char; _Traits = std::char_traits<char>; _",MatchSource.ISSUE_COMMENT,root-project,root,v6-32-06,https://github.com/root-project/root/pull/8477#issuecomment-864130448:3251,Interface,InterfaceUtils,3251,https://root.cern,https://github.com/root-project/root/pull/8477#issuecomment-864130448,1,['Interface'],['InterfaceUtils']
Integrability,/src/core/foundation/inc -I/tmp/workspace/src/core/foundation/v7/inc -I/tmp/workspace/src/core/foundation/res -I/tmp/workspace/src/core/gui/inc -I/tmp/workspace/src/core/meta/inc -I/tmp/workspace/src/core/rint/inc -I/tmp/workspace/src/core/textinput/inc -I/tmp/workspace/src/core/textinput/src -I/tmp/workspace/src/core/thread/inc -I/tmp/workspace/src/core/zip/inc -I/tmp/workspace/src/core/lzma/inc -I/tmp/workspace/build/include -I/tmp/workspace/src/core/lz4/inc -I/tmp/workspace/src/core/zstd/inc -I/tmp/workspace/src/builtins/zstd -I/tmp/workspace/src/core/macosx/inc -I/tmp/workspace/src/core/unix/inc -I/tmp/workspace/src/core/unix/../clib/res -I/tmp/workspace/build/builtins/pcre/PCRE-prefix/src/PCRE-build -I/Library/Developer/CommandLineTools/SDKs/MacOSX.sdk/usr/include -I/tmp/workspace/src/builtins/xxhash -I/tmp/workspace/src/builtins/lz4 ROOT/TErrorDefaultHandler.hxx ROOT/TExecutorCRTP.hxx ROOT/TSequentialExecutor.hxx ROOT/StringConv.hxx Buttons.h Bytes.h Byteswap.h KeySymbols.h MessageTypes.h Riostream.h Rtypes.h TApplication.h TAtt3D.h TAttAxis.h TAttBBox2D.h TAttBBox.h TAttFill.h TAttLine.h TAttMarker.h TAttPad.h TAttText.h TBase64.h TBenchmark.h TBuffer3D.h TBuffer3DTypes.h TBuffer.h TColor.h TColorGradient.h TDatime.h TDirectory.h TEnv.h TException.h TExec.h TFileCollection.h TFileInfo.h TFolder.h TInetAddress.h TMacro.h TMathBase.h TMD5.h TMemberInspector.h TMessageHandler.h TNamed.h TNotifyLink.h TObject.h TObjString.h TParameter.h TPluginManager.h TPoint.h TPRegexp.h TProcessID.h TProcessUUID.h TQClass.h TQCommand.h TQConnection.h TQObject.h TRedirectOutputGuard.h TRefCnt.h TRef.h TRegexp.h TRemoteObject.h TROOT.h TRootIOCtor.h TStopwatch.h TStorage.h TString.h TStringLong.h TStyle.h TSysEvtHandler.h TSystemDirectory.h TSystemFile.h TSystem.h TTask.h TThreadSlots.h TTime.h TTimer.h TTimeStamp.h TUri.h TUrl.h TUUID.h TVersionCheck.h TVirtualAuth.h TVirtualFFT.h TVirtualGL.h TVirtualMonitoring.h TVirtualMutex.h TVirtualPadEditor.h TVirtualPad.h TVirtualPadPain,MatchSource.ISSUE_COMMENT,root-project,root,v6-32-06,https://github.com/root-project/root/pull/12629#issuecomment-1499102403:8346,Message,MessageTypes,8346,https://root.cern,https://github.com/root-project/root/pull/12629#issuecomment-1499102403,1,['Message'],['MessageTypes']
Integrability,/test_stressentrylist_interpreted/); - [projectroot.roottest.root.collection.roottest_root_collection_execHistArray_auto](https://epsft-jenkins.cern.ch/job/root-pullrequests-build/12203/testReport/projectroot.roottest.root/collection/roottest_root_collection_execHistArray_auto/); - [projectroot.roottest.root.aclic.misc.roottest_root_aclic_misc_assertROOT7027](https://epsft-jenkins.cern.ch/job/root-pullrequests-build/12203/testReport/projectroot.roottest.root.aclic/misc/roottest_root_aclic_misc_assertROOT7027/); - [projectroot.roottest.root.core.roottest_root_core_execStatusBitsCheck](https://epsft-jenkins.cern.ch/job/root-pullrequests-build/12203/testReport/projectroot.roottest.root/core/roottest_root_core_execStatusBitsCheck/); - [projectroot.roottest.root.io.directory.roottest_root_io_directory_make](https://epsft-jenkins.cern.ch/job/root-pullrequests-build/12203/testReport/projectroot.roottest.root.io/directory/roottest_root_io_directory_make/); - [projectroot.roottest.root.io.interface.roottest_root_io_interface_make](https://epsft-jenkins.cern.ch/job/root-pullrequests-build/12203/testReport/projectroot.roottest.root.io/interface/roottest_root_io_interface_make/); - [projectroot.roottest.root.meta.roottest_root_meta_getFuncBody](https://epsft-jenkins.cern.ch/job/root-pullrequests-build/12203/testReport/projectroot.roottest.root/meta/roottest_root_meta_getFuncBody/); - [projectroot.roottest.root.meta.ROOT-7462.roottest_root_meta_ROOT_7462_make](https://epsft-jenkins.cern.ch/job/root-pullrequests-build/12203/testReport/projectroot.roottest.root.meta/ROOT-7462/roottest_root_meta_ROOT_7462_make/); - [projectroot.roottest.root.meta.cmsUnload.roottest_root_meta_cmsUnload_make](https://epsft-jenkins.cern.ch/job/root-pullrequests-build/12203/testReport/projectroot.roottest.root.meta/cmsUnload/roottest_root_meta_cmsUnload_make/); - [projectroot.roottest.root.tree.selector.roottest_root_tree_selector_make](https://epsft-jenkins.cern.ch/job/root-pullrequests-build/12203/te,MatchSource.ISSUE_COMMENT,root-project,root,v6-32-06,https://github.com/root-project/root/pull/1348#issuecomment-345679975:2533,interface,interface,2533,https://root.cern,https://github.com/root-project/root/pull/1348#issuecomment-345679975,1,['interface'],['interface']
Integrability,"/usr/include -internal-externc-isystem /Applications/Xcode.app/Contents/Developer/Toolchains/XcodeDefault.xctoolchain/usr/include -Wno-reorder-init-list -Wno-implicit-int-float-conversion -Wno-c99-designator -Wno-final-dtor-non-final-class -Wno-extra-semi-stmt -Wno-misleading-indentation -Wno-quoted-include-in-framework-header -Wno-implicit-fallthrough -Wno-enum-enum-conversion -Wno-enum-float-conversion -Wno-elaborated-enum-base -Wno-reserved-identifier -Wno-gnu-folding-constant -fdeprecated-macro -fdebug-compilation-dir=/Users/pcanal/root_working/builds/master.module -ferror-limit 19 -stack-protector 1 -fstack-check -mdarwin-stkchk-strong-link -fblocks -fencode-extended-block-signature -fregister-global-dtors-with-atexit -fgnuc-version=4.2.1 -fno-cxx-modules -fcxx-exceptions -fexceptions -fmax-type-align=16 -fcommon -clang-vendor-feature=+disableNonDependentMemberExprInCurrentInstantiation -fno-odr-hash-protocols -clang-vendor-feature=+enableAggressiveVLAFolding -clang-vendor-feature=+revert09abecef7bbf -clang-vendor-feature=+thisNoAlignAttr -clang-vendor-feature=+thisNoNullAttr -clang-vendor-feature=+disableAtImportPrivateFrameworkInImplementationError -D__GCC_HAVE_DWARF2_CFI_ASM=1 -o - -x c++ /dev/null; clang -cc1 version 16.0.0 (clang-1600.0.26.3) default target arm64-apple-darwin23.6.0; ignoring nonexistent directory ""/Library/Developer/CommandLineTools/SDKs/MacOSX.sdk/usr/local/include""; ignoring nonexistent directory ""/Library/Developer/CommandLineTools/SDKs/MacOSX.sdk/Library/Frameworks""; #include ""..."" search starts here:; #include <...> search starts here:; /Library/Developer/CommandLineTools/SDKs/MacOSX.sdk/usr/include/c++/v1; /Applications/Xcode.app/Contents/Developer/Toolchains/XcodeDefault.xctoolchain/usr/lib/clang/16/include; /Library/Developer/CommandLineTools/SDKs/MacOSX.sdk/usr/include; /Applications/Xcode.app/Contents/Developer/Toolchains/XcodeDefault.xctoolchain/usr/include; /Library/Developer/CommandLineTools/SDKs/MacOSX.sdk/System/Library/Frame",MatchSource.ISSUE_COMMENT,root-project,root,v6-32-06,https://github.com/root-project/root/pull/16494#issuecomment-2377172429:8824,protocol,protocols,8824,https://root.cern,https://github.com/root-project/root/pull/16494#issuecomment-2377172429,2,['protocol'],['protocols']
Integrability,"/usr/include -internal-externc-isystem /Applications/Xcode.app/Contents/Developer/Toolchains/XcodeDefault.xctoolchain/usr/include -Wno-reorder-init-list -Wno-implicit-int-float-conversion -Wno-c99-designator -Wno-final-dtor-non-final-class -Wno-extra-semi-stmt -Wno-misleading-indentation -Wno-quoted-include-in-framework-header -Wno-implicit-fallthrough -Wno-enum-enum-conversion -Wno-enum-float-conversion -Wno-elaborated-enum-base -Wno-reserved-identifier -Wno-gnu-folding-constant -fdeprecated-macro -fdebug-compilation-dir=/Users/pcanal/root_working/builds/master.module -ferror-limit 19 -stack-protector 1 -fstack-check -mdarwin-stkchk-strong-link -fblocks -fencode-extended-block-signature -fregister-global-dtors-with-atexit -fgnuc-version=4.2.1 -fno-cxx-modules -fcxx-exceptions -fexceptions -fmax-type-align=16 -fcommon -clang-vendor-feature=+disableNonDependentMemberExprInCurrentInstantiation -fno-odr-hash-protocols -clang-vendor-feature=+enableAggressiveVLAFolding -clang-vendor-feature=+revert09abecef7bbf -clang-vendor-feature=+thisNoAlignAttr -clang-vendor-feature=+thisNoNullAttr -clang-vendor-feature=+disableAtImportPrivateFrameworkInImplementationError -D__GCC_HAVE_DWARF2_CFI_ASM=1 -o - -x c++ /dev/null; clang -cc1 version 16.0.0 (clang-1600.0.26.3) default target arm64-apple-darwin23.6.0; ignoring nonexistent directory ""/usr/local/include""; ignoring nonexistent directory ""/Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX.sdk/usr/local/include""; ignoring nonexistent directory ""/Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX.sdk/Library/Frameworks""; #include ""..."" search starts here:; #include <...> search starts here:; /Applications/Xcode.app/Contents/Developer/Platforms/MacOSX.platform/Developer/SDKs/MacOSX.sdk/usr/include/c++/v1; /Applications/Xcode.app/Contents/Developer/Toolchains/XcodeDefault.xctoolchain/usr/lib/clang/16/include; /Applications/Xcode.app/Contents/Developer/Plat",MatchSource.ISSUE_COMMENT,root-project,root,v6-32-06,https://github.com/root-project/root/pull/16494#issuecomment-2377172429:4198,protocol,protocols,4198,https://root.cern,https://github.com/root-project/root/pull/16494#issuecomment-2377172429,2,['protocol'],['protocols']
Integrability,/workspace/root-pullrequests-build/root -I/mnt/build/workspace/root-pullrequests-build/build/etc/cling/ -I/mnt/build/workspace/root-pullrequests-build/build/include -writeEmptyRootPCM Foption.h HFitInterface.h TAxis.h TAxisModLab.h TBackCompFitter.h TBinomialEfficiencyFitter.h TConfidenceLevel.h TEfficiency.h TF12.h TF1AbsComposition.h TF1Convolution.h TF1.h TF1NormSum.h TF2.h TF3.h TFitResult.h TFitResultPtr.h TFormula.h TFractionFitter.h TGraph2DErrors.h TGraph2D.h TGraphAsymmErrors.h TGraphBentErrors.h TGraphDelaunay2D.h TGraphDelaunay.h TGraphErrors.h TGraph.h TGraphSmooth.h TGraphTime.h TH1C.h TH1D.h TH1F.h TH1.h TH1I.h TH1K.h TH1S.h TH2C.h TH2D.h TH2F.h TH2.h TH2I.h TH2Poly.h TH2S.h TH3C.h TH3D.h TH3F.h TH3.h TH3I.h TH3S.h THLimitsFinder.h THnBase.h THnChain.h THn.h THnSparse.h THnSparse_Internal.h THStack.h TKDE.h TLimitDataSource.h TLimit.h TMultiDimFit.h TMultiGraph.h TNDArray.h TPolyMarker.h TPrincipal.h TProfile2D.h TProfile2Poly.h TProfile3D.h TProfile.h TSpline.h TSVDUnfold.h TVirtualFitter.h TVirtualGraphPainter.h TVirtualHistPainter.h Math/WrappedMultiTF1.h Math/WrappedTF1.h v5/TF1Data.h v5/TFormula.h v5/TFormulaPrimitive.h ROOT/RAxis.hxx ROOT/RHist.hxx ROOT/RHistBinIter.hxx ROOT/RHistBufferedFill.hxx ROOT/RHistConcurrentFill.hxx ROOT/RHistData.hxx ROOT/RHistImpl.hxx ROOT/RHistUtils.hxx ROOT/RHistView.hxx /mnt/build/workspace/root-pullrequests-build/root/hist/hist/inc/LinkDef.h ; - Error: Had to build non-system module ROOTHistDraw implicitly. You first need to ; - /mnt/build/workspace/root-pullrequests-build/build/include/ROOT/RHistDrawable.hxx:21:10: fatal error: cyclic dependency in module 'Hist': Hist -&gt; ROOTHistDraw -&gt; Hist ; - /mnt/build/workspace/root-pullrequests-build/build/include/ROOT/RHist.hxx:23:10: fatal error: could not build module 'ROOTHistDraw' ; - Error: /mnt/build/workspace/root-pullrequests-build/build/bin/rootcling: compilation failure (/mnt/build/workspace/root-pullrequests-build/build/lib/libHist819c163063_dictUmbrella.h),MatchSource.ISSUE_COMMENT,root-project,root,v6-32-06,https://github.com/root-project/root/pull/3470#issuecomment-467450433:2434,depend,dependency,2434,https://root.cern,https://github.com/root-project/root/pull/3470#issuecomment-467450433,1,['depend'],['dependency']
Integrability,/workspace/root-pullrequests-build/root -I/mnt/build/workspace/root-pullrequests-build/build/etc/cling/ -I/mnt/build/workspace/root-pullrequests-build/build/include -writeEmptyRootPCM Foption.h HFitInterface.h TAxis.h TAxisModLab.h TBackCompFitter.h TBinomialEfficiencyFitter.h TConfidenceLevel.h TEfficiency.h TF12.h TF1AbsComposition.h TF1Convolution.h TF1.h TF1NormSum.h TF2.h TF3.h TFitResult.h TFitResultPtr.h TFormula.h TFractionFitter.h TGraph2DErrors.h TGraph2D.h TGraphAsymmErrors.h TGraphBentErrors.h TGraphDelaunay2D.h TGraphDelaunay.h TGraphErrors.h TGraph.h TGraphSmooth.h TGraphTime.h TH1C.h TH1D.h TH1F.h TH1.h TH1I.h TH1K.h TH1S.h TH2C.h TH2D.h TH2F.h TH2.h TH2I.h TH2Poly.h TH2S.h TH3C.h TH3D.h TH3F.h TH3.h TH3I.h TH3S.h THLimitsFinder.h THnBase.h THnChain.h THn.h THnSparse.h THnSparse_Internal.h THStack.h TKDE.h TLimitDataSource.h TLimit.h TMultiDimFit.h TMultiGraph.h TNDArray.h TPolyMarker.h TPrincipal.h TProfile2D.h TProfile2Poly.h TProfile3D.h TProfile.h TSpline.h TSVDUnfold.h TVirtualFitter.h TVirtualGraphPainter.h TVirtualHistPainter.h Math/WrappedMultiTF1.h Math/WrappedTF1.h v5/TF1Data.h v5/TFormula.h v5/TFormulaPrimitive.h ROOT/RAxis.hxx ROOT/RHist.hxx ROOT/RHistBinIter.hxx ROOT/RHistBufferedFill.hxx ROOT/RHistConcurrentFill.hxx ROOT/RHistData.hxx ROOT/RHistImpl.hxx ROOT/RHistUtils.hxx ROOT/RHistView.hxx /mnt/build/workspace/root-pullrequests-build/root/hist/hist/inc/LinkDef.h ; - Error: Had to build non-system module ROOTHistDraw implicitly. You first need to ; - /mnt/build/workspace/root-pullrequests-build/build/include/ROOT/RHistDrawable.hxx:21:10: fatal error: cyclic dependency in module 'Hist': Hist -&gt; ROOTHistDraw -&gt; Hist ; - /mnt/build/workspace/root-pullrequests-build/build/include/ROOT/RHist.hxx:23:10: fatal error: could not build module 'ROOTHistDraw' ; - Error: /mnt/build/workspace/root-pullrequests-build/build/bin/rootcling: compilation failure (/mnt/build/workspace/root-pullrequests-build/build/lib/libHistdad8e0d21c_dictUmbrella.h),MatchSource.ISSUE_COMMENT,root-project,root,v6-32-06,https://github.com/root-project/root/pull/3470#issuecomment-467443510:2434,depend,dependency,2434,https://root.cern,https://github.com/root-project/root/pull/3470#issuecomment-467443510,1,['depend'],['dependency']
