quality_attribute,keyword,matched_word,sentence,source,author,repo,version,url
Usability,feedback,feedback,"OK, thanks for the feedback.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/74#issuecomment-39694266
Usability,feedback,feedback,I'm asking for feedback because I get really annoyed if I code something,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/74#issuecomment-39694266
Usability,simpl,simplicity,The downside to this would be that you lose the simplicity of just having pybel as a single file.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/80#issuecomment-45320158
Usability,simpl,simplicity,> The downside to this would be that you lose the simplicity of just having,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/80#issuecomment-45352532
Usability,clear,clear,"This isn't a bug, but the behaviour is not very clear from the docs.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1318#issuecomment-356420893
Usability,clear,clear,I'd be a bit happier if the comments were fixed so it wasn't quite so clear this came from the VASP format (e.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/91#issuecomment-54498465
Usability,clear,clear,"I clear the comments, but leave reference to VASP module in the license header.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/91#issuecomment-54785881
Usability,feedback,feedback,"Thank you for your feedback, I could reproduce the segfault.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1331#issuecomment-381359945
Usability,guid,guide,Any suggestion and guide for installing pybel?,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/131#issuecomment-78367179
Usability,simpl,simpler,Here's a simpler test case presumably stemming from the same problem:,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/134#issuecomment-94563971
Usability,simpl,simplest,"I agree - if one file and no symlinks are possible, that would be simplest.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/137#issuecomment-90202917
Usability,simpl,simple,There is no simple fix.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/148#issuecomment-94911122
Usability,simpl,simply,"After a bit more digging, I can see that it's simply that there are no SMARTS rules in phmodel.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/162#issuecomment-97606018
Usability,clear,clear,"It's clear that this will cause some bug reports, but there's no way around it apart from flagging it up in the docs, and perhaps also at the end of the configuration (I think Avogadro does a great job of summarising the configuration after running cmake).",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/184#issuecomment-105809983
Usability,clear,clearer,"But rather than change the GUI, it's clearer to the user if you just add another option.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/188#issuecomment-225157627
Usability,simpl,simplify,Not related but to simplify mem management+to avoid mem leaks in case of exceptions+just to avoid mem leak errors from SWIG it could be useful to use unique_ptr but it needs C++11.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1341#issuecomment-383457202
Usability,simpl,simpler,It can be much simpler than obabel because it's single-purpose.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/195#issuecomment-119047469
Usability,simpl,simply,I'd suggest you simply move the data_utilities.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/200#issuecomment-124572140
Usability,simpl,simply,I think it's more basic than this: the molecule is simply deleted.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/219#issuecomment-131895077
Usability,simpl,simply,> I think it's more basic than this: the molecule is simply deleted.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/219#issuecomment-131895705
Usability,simpl,simple,"I know a little about C++ programming but almost nothing about chemistry (level high school only), would it be possible to have a simple example with corresponding 2 expected result depending on ""-c"" presence?",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/227#issuecomment-388568261
Usability,simpl,simplified,"In this highly simplified case, I would expect the output to be just one line, C=COC=C, both with and without the -c flag.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/227#issuecomment-388594506
Usability,clear,clear,However I will revise it soon with some tests to make it purpose clear.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/259#issuecomment-184350293
Usability,clear,clear,Cmake to make it clear at the very end what's been found and the,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/271#issuecomment-191649847
Usability,simpl,simple,Anyone who wants to take up the task of aromaticity detection from a breadth-first-search after simple ring detection is welcome.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/272#issuecomment-193363469
Usability,clear,clearing,;) Thanks for clearing things up for me!,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/274#issuecomment-193777076
Usability,clear,clear,"We can add clear documentation in the installation instructions, but I think for most use, it's preferable to have portable binaries than perfect speed.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/280#issuecomment-196846306
Usability,clear,clear,"> We can add clear documentation in the installation instructions, but I",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/280#issuecomment-196990242
Usability,clear,clear,To be clear: should I split the patch in this case?,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/287#issuecomment-201436910
Usability,learn,learn,"Not everybody deals with cmake, and not everybody wants to learn about is peculiarities.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/300#issuecomment-216895774
Usability,simpl,simplify,"I tried the simplify the input as much as possible to reproduce the problem, and must have used a prior version of the input.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/322#issuecomment-305345111
Usability,simpl,simpler,The solution is much simpler than I've anticipated.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/326#issuecomment-233581870
Usability,clear,clearly,but I don't clearly remember which I actually used to *draw* ATP.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/338#issuecomment-1248122524
Usability,clear,clearly,"OTOH, I clearly remember that I *opened* that file with both of those software/machine to see the same molecule.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/338#issuecomment-1248122524
Usability,clear,clearer,":-) If could rewrite to use a straightforward ""if"" statement I think the intention would be clearer and avoid the self-assignments.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/370#issuecomment-276149075
Usability,clear,clearly,"Weird that it passes for me, but clearly wrong.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/1568#issuecomment-302160242
Usability,clear,clearly,"I see this patch as a workaround, since there's clearly an issue.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/1575#issuecomment-304995714
Usability,guid,guide,@baoilleach - do you know if there's a guide to adding templates for the depiction code?,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1577#issuecomment-305909721
Usability,simpl,simpler,"The simpler ""if statement"" only does the assignment sometimes.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/1585#issuecomment-306023466
Usability,clear,clearly,"While it's clearly not a widely used format, I'm hesitant to merge a change that will now fail on old text-based responses.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/1596#issuecomment-313691663
Usability,guid,guides,https://guides.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/1597#issuecomment-354309128
Usability,guid,guides,https://guides.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/1600#issuecomment-323825612
Usability,guid,guides,> https://guides.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/1600#issuecomment-323836547
Usability,guid,guides,om/introduction/flow/ <https://guides.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/1600#issuecomment-323836547
Usability,learn,learning,Then I use those reaction vector representations as data in a machine learning pipeline.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1602#issuecomment-317216423
Usability,simpl,simply,So I think this behaviour is not unexpected once you accept that the Python bindings are simply wrappers around a C++ library.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1602#issuecomment-317240956
Usability,feedback,feedback,Thank you ghutchis for your feedback.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1607#issuecomment-380898031
Usability,guid,guides,"For more info, see https://guides.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/1608#issuecomment-319610744
Usability,clear,clear,"Our docs should make this clear, though, so I'll also mark the docs to be fixed.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1612#issuecomment-323314445
Usability,clear,clear,Though I guess we need to improve the docs to make this clear.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1616#issuecomment-323313988
Usability,clear,clearly,"Yes, clearly a ""make install"" target for Travis would be useful - it would have caught this one.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/1617#issuecomment-323824183
Usability,simpl,simple,This could be simple to solve if you consider only  an aromaticity model right.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/1638#issuecomment-417647690
Usability,clear,clearly,That's clearly undefined behavior.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1654#issuecomment-335045077
Usability,simpl,simply,I'm not sure if having an openbabel project on Launchpad has any advantages over simply publishing a PPA from your own Launchpad account.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1668#issuecomment-338159207
Usability,clear,clear,"Just make it clear that it's not confidential, but that they can email the lead developer confidentially if they want.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/1671#issuecomment-339111653
Usability,clear,clear,"And just to be clear, RDKit doesn't (yet) have this extension.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/1677#issuecomment-339630672
Usability,clear,clear,"My point is that obabel's depiction of this molecule with the flags I used provides an image structure where this H 'protrudes' below the molecule, but in line with a C-C bond in the ring it is a member of, so you have both lines running in the same direction, one on top of the other, and although this may structurally possible, for the purposes of depicting the structure, it is less clear than the two references included above.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1681#issuecomment-341712084
Usability,clear,clearly,It appears to be clearly documented at:,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1685#issuecomment-343106604
Usability,guid,guidance,"If you need any help or guidance, let us know here or on the openbabel-devel list.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1685#issuecomment-343106604
Usability,clear,clear,lear();,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1690#issuecomment-381359620
Usability,clear,clear,Could you be more clear on which one crashed?,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1694#issuecomment-346045155
Usability,simpl,simple,There's a fairly simple strategy to find ring closures - you do a bounded breadth-first search from a particular atom.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/1699#issuecomment-347043185
Usability,learn,learn,scikit-learn              0.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1702#issuecomment-347867756
Usability,learn,learn,scikit-learn              0.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1702#issuecomment-347867756
Usability,learn,learn,scikit-learn              0.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1702#issuecomment-347867756
Usability,learn,learn,scikit-learn              0.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1702#issuecomment-347867756
Usability,learn,learn,"For more information on the problem and a snippet which reproduces de bug, check the issue I posted in the scikit-learn GitHub.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1702#issuecomment-347869795
Usability,simpl,simply,I simply downloaded and installed the latest release `OpenBabel-3.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1722#issuecomment-872355598
Usability,simpl,simple,It seemed a simple fix so I used Github's merge conflict tool to fix it.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/1727#issuecomment-354355339
Usability,clear,clearer,"It will be faster, but I think also clearer and less prone to errors.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1731#issuecomment-355772015
Usability,simpl,simple,The merge pulled in more than the simple fix I was trying to send.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/1754#issuecomment-528169779
Usability,clear,clearer,In my opinion it looks much clearer .,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/1765#issuecomment-360256427
Usability,clear,clearly,"Current code (clearly weird, but 'S'):",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/1777#issuecomment-367126965
Usability,feedback,feedback,@baoilleach Thanks for the feedback.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/1777#issuecomment-378145038
Usability,clear,clear,We should make sure to add a test case to make it clear that this is the desired behaviour.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1786#issuecomment-371507121
Usability,feedback,feedback,"> aromaticity, but would appreciate feedback.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/1790#issuecomment-373112606
Usability,feedback,feedback,Thank you for your feedback.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/1792#issuecomment-373878948
Usability,clear,clearer,The new code is much clearer.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/1797#issuecomment-375130274
Usability,usab,usable,"We don't have documentation of the keys anywhere, which is the important part of being able to use the files to create an actually usable data structure.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1803#issuecomment-375453991
Usability,simpl,simply,Or am I simply better off building my own visualization tools for my tracked contact matrices?,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1808#issuecomment-377671090
Usability,simpl,simply,It simply checks to see whether one of a limited number of atom types in the molecule returns true when asked are they chiral.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1809#issuecomment-380783583
Usability,feedback,feedback,"@baoilleach : Thank you for your feedback, I added the modified test",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/1818#issuecomment-388582619
Usability,feedback,feedback,@ghutchis: thank you for your feedback.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/1835#issuecomment-395535782
Usability,clear,clear,in your build directory and clear out the lines for:,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1838#issuecomment-391392437
Usability,clear,clear,"Can I ask what you mean by ""clear out "".",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1838#issuecomment-393924416
Usability,learn,learning,"recently, several chemoinformatic tools has been developed to either cluster existing reactions using molecular fingerprint and machinery learning techniques, or produce new reactions for a set of molecules using the concept of generalized reaction rules.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1840#issuecomment-395316679
Usability,feedback,feedback,Thank you for the feedback.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/1853#issuecomment-397496387
Usability,feedback,feedback,Do you need/want feedback on these?,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/1853#issuecomment-623063416
Usability,clear,clearly,We clearly bail out at a certain ring size.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1858#issuecomment-402517016
Usability,simpl,simpler,"Here is a simpler example, using the SMILES of methamidophos:",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1883#issuecomment-424259443
Usability,clear,clear,lear();,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1884#issuecomment-420287938
Usability,clear,clear,lear();,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1884#issuecomment-420307766
Usability,intuit,intuitive,"However, I have to admit that this is not intuitive at all.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1884#issuecomment-420911523
Usability,intuit,intuitive,"> However, I have to admit that this is not intuitive at all.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1884#issuecomment-420931906
Usability,simpl,simple,"I'll try to add a test shortly, a simple one is to run gen2D on [H+].",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/1890#issuecomment-423957463
Usability,simpl,simple,"> a test shortly, a simple one is to run gen2D on [H+].",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/1890#issuecomment-423957968
Usability,clear,clearer,"> most of the time, I think it would be clearer to be more explicit about the",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/1895#issuecomment-426314886
Usability,clear,clear,"Some of this work would help my own research code, too, so it's a clear win-win.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/1895#issuecomment-426827467
Usability,simpl,simply,This is a convenience function that should never have been added as the user can simply handle this at their end with a function in their own code.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1913#issuecomment-448524812
Usability,feedback,feedback,"I hope, that the solution I've proposed can be safe and convenient solution for users of your package (feedback is very welcome).",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1913#issuecomment-448530709
Usability,simpl,simple,A simple implementation of the last will either break code which expects that it's possible to modify outputfile.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/1923#issuecomment-455228991
Usability,feedback,feedback,"I can look at this some more and improve the patch, but need feedback on which route to prioritize.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/1923#issuecomment-455228991
Usability,clear,clear,"To be clear, my thought is to change this patch so it can be used (even if with effort) to generate a valid CML file using the low-level API (as well as the other formats which don't need a header/footer) and keep the existing pybel code valid for the formats which it does support.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/1923#issuecomment-455447346
Usability,simpl,simply,Travis is simply intended to guard against test failures.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/1923#issuecomment-462028992
Usability,simpl,simpler,Here's a simpler example:,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1929#issuecomment-467172380
Usability,simpl,simplistic,More problematic is that the built-in test is fairly simplistic and is not strictly speaking testing isomorphism exactly.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1929#issuecomment-467501723
Usability,simpl,simplifying,"8711> To work around this problem, try simplifying or changing the program near the locations listed above.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1930#issuecomment-466402135
Usability,simpl,simplifying,"> 8711> To work around this problem, try simplifying or changing the program near the locations listed above.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1930#issuecomment-466482459
Usability,usab,usable,I this change usable at all at this point?,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1934#issuecomment-908044690
Usability,usab,usable,@byte-for-byte it is indeed usable.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1934#issuecomment-1197382498
Usability,clear,clear,The choice is between a clear problem for all users (at upgrade time) over a confusing problem for a small number of users (but forever).,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/1946#issuecomment-469873048
Usability,clear,clear,"To make it more clear, here is the output:",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1947#issuecomment-469659496
Usability,simpl,simple,This seems like it's a fairly simple way tweak the randomness (e.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/1954#issuecomment-481755685
Usability,undo,undocumented,"Could you describe what BINDINGS_ONLY is intended to do, as it's undocumented?",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/1977#issuecomment-487300310
Usability,simpl,simply,"I tried to read the multiple-model PDB file and write multiple-model PDB simply by ""obabel <input-multi-model.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/1986#issuecomment-892383570
Usability,simpl,simply,Let's simply use `std::remove`.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/2001#issuecomment-554062630
Usability,simpl,simply,It seems that what it is used for the criteria in `std::replace_if` is simply equality.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/2001#issuecomment-850394706
Usability,feedback,feedback,@Artoria2e5 Thank you for your feedback.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/2002#issuecomment-519079923
Usability,guid,guide,- old property names will raise `AttributeError` to guide users to use the new property names.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/2005#issuecomment-509888919
Usability,undo,undo,"If I were you @dkoes, I would undo the last commit and rebase the branch on master.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/2008#issuecomment-530862051
Usability,learn,learned,I have learned that I need to rebase frequently to avoid headaches.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/2008#issuecomment-533933434
Usability,simpl,simply,"pp` right now, which simply calls `generateDiagram()`",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/2015#issuecomment-522060171
Usability,simpl,simple,n/simple,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/2018#issuecomment-820952949
Usability,clear,clear,"It's not clear what's going on, why is it trying to compile it if binaries are already installed?",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/2018#issuecomment-1301905197
Usability,simpl,simple,"If you start with a simple molecule, e.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/2023#issuecomment-531505526
Usability,feedback,feedback,"It's a bug (nothing should break the build), but without further feedback or the ability to reproduce, we'll have to mark as closed for now.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/2033#issuecomment-542647090
Usability,simpl,simple,> A simple test code:,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/issues/2068#issuecomment-546998525
Usability,clear,clear,"As much as I'd like to fix inchi errors, they made it quite clear they don't want people messing with their code 🙄  I don't believe they've accepted any patches to 1.",MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/2074#issuecomment-620679340
Usability,undo,undo,@dkoes Can you make the changes that @cryos suggests regarding OpenBabel3_LIBRARIES and undo the edit to openbabel-python.,MatchSource.ISSUE_COMMENT,openbabel,openbabel,openbabel-3-1-1,https://github.com/openbabel/openbabel/pull/2086#issuecomment-558719846
